doc_id,company,date,sales,operating_income,profit,operating_income_per_employee,equity_ratio,current_ratio,cash_and_equivalents,roe,roa,employees
S100VDHP,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,2025-03-17 00:00:00,,80433832.0,,,,152.970268256604,,,,
S100VDAI,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,2025-03-17 00:00:00,,-242688970.0,,,,174.66427974367295,,,,
S100V7VX,三菱ＵＦＪアセットマネジメント株式会社,2025-03-17 00:00:00,,1298234171.0,,,,178.42966792310747,,,,
S100V376,いちよしアセットマネジメント株式会社,2025-03-17 00:00:00,,2290555376.0,,,,11.04612975418904,,,,
S100V331,日興アセットマネジメント株式会社,2025-03-17 00:00:00,,,,,,,,,,
S100V335,日興アセットマネジメント株式会社,2025-03-17 00:00:00,,524820666.0,,,,210.13049675946888,,,,
S100V33A,日興アセットマネジメント株式会社,2025-03-17 00:00:00,,189931259.0,,,,136.1668046751839,,,,
S100V38M,楽天投信投資顧問株式会社,2025-03-17 00:00:00,,281492809.0,,,,31.58092284250204,,,,
S100VEQH,東邦レマック株式会社,2025-03-17 00:00:00,6728159000.0,-208419000.0,1268815000.0,-2241064.516129032,0.718,3.4329254014078106,1612798000.0,0.027,0.1869324726212284,93.0
S100VEQZ,ＴＨＫ株式会社,2025-03-17 00:00:00,144227000000.0,7138000000.0,37040000000.0,552733.467554592,0.621,4.5280882093342205,52651000000.0,-0.055,0.0999438760091525,12914.0
S100VCF7,富士ソフト株式会社,2025-03-17 00:00:00,240953000000.0,20684000000.0,67236000000.0,1434197.7534322562,0.507,1.0923629590207558,37450000000.0,0.074,0.286675449929009,14422.0
S100VDEA,アセットマネジメントＯｎｅ株式会社,2025-03-18 00:00:00,,,,,,,,,,
S100V356,イーストスプリング・インベストメンツ株式会社,2025-03-18 00:00:00,,227656926.0,,,,65.57296850785606,,,,
S100V9GU,三井住友ＤＳアセットマネジメント株式会社,2025-03-18 00:00:00,,560562123.0,,,,26.66811980993277,,,,
S100V60W,野村アセットマネジメント株式会社,2025-03-18 00:00:00,,834409.0,,,,33.170811828055875,,,,
