doc_id,company,date,sales,operating_income,profit,operating_income_per_employee,equity_ratio,current_ratio,cash_and_equivalents,roe,roa,employees
S100NZ7A,ベイビュー・アセット・マネジメント株式会社,2022-05-09 00:00:00,,1910928307.0,,,,28.78685910998328,,,,
S100NY39,アセットマネジメントＯｎｅ株式会社,2022-05-09 00:00:00,,131555159.0,,,,253.41638311145329,,,,
S100NYK2,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,-44858253277.0,,,,118.81777125273248,,,,
S100NYHS,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,1567854398.0,,,,91.09208710310612,,,,
S100NX2A,三菱ＵＦＪ国際投信株式会社,2022-05-09 00:00:00,,863742975.0,,,,120.8391570985617,,,,
S100NYKO,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,209183057.0,,,,152.54417717288044,,,,
S100NX2E,三菱ＵＦＪ国際投信株式会社,2022-05-09 00:00:00,,11702399.0,,,,96.97254500925276,,,,
S100NYH6,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,7559177678.0,,,,89.64059525643546,,,,
S100NYHF,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,46952912647.0,,,,136.4969680967751,,,,
S100NYM5,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,2880446892.0,,,,212.0984340166063,,,,
S100NYMC,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,115966565.0,,,,516.565541910244,,,,
S100NYG6,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,1097815124.0,,,,67.98368638063121,,,,
S100NYGA,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,-22995647.0,,,,160.81629693052196,,,,
S100NYG4,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,-111814744.0,,,,69.9537480408324,,,,
S100NYGD,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,1588581373.0,,,,160.57067801435355,,,,
S100NYGK,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,4345564461.0,,,,246.515760610971,,,,
S100NYGN,ブラックロック・ジャパン株式会社,2022-05-09 00:00:00,,3176129207.0,,,,129.52102616504547,,,,
S100NUT2,Ｔ＆Ｄアセットマネジメント株式会社,2022-05-10 00:00:00,,929793030.0,,,,17.892793926820012,,,,
S100NXCH,中銀アセットマネジメント株式会社,2022-05-10 00:00:00,,1867874782.0,,,,21.928498227603164,,,,
S100NVQF,ピクテ投信投資顧問株式会社,2022-05-10 00:00:00,,118636183508.0,,,,66.43807595448315,,,,
S100NND3,日興アセットマネジメント株式会社,2022-05-10 00:00:00,,-8780180.0,,,,264.13352553611384,,,,
S100NYEK,アセットマネジメントＯｎｅ株式会社,2022-05-10 00:00:00,,-49463552.0,,,,593.5657417780725,,,,
S100NXZ8,株式会社ＧＣＩアセット・マネジメント,2022-05-10 00:00:00,,-25593465.0,,,,220.0332920066942,,,,
S100NND6,日興アセットマネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NVRX,ピクテ投信投資顧問株式会社,2022-05-10 00:00:00,,1293876781.0,,,,84.58751844595588,,,,
S100NW4Y,ピクテ投信投資顧問株式会社,2022-05-10 00:00:00,,42311378.0,,,,191.8240373013905,,,,
S100NXNZ,ニッセイアセットマネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NZLX,ゴールドマン・サックス・アセット・マネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NYEH,アセットマネジメントＯｎｅ株式会社,2022-05-10 00:00:00,,-2325413.0,,,,93.56940944681826,,,,
S100NYP4,東京海上アセットマネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NZM0,ゴールドマン・サックス・アセット・マネジメント株式会社,2022-05-10 00:00:00,,842831427.0,,,,90.66207188980952,,,,
S100NZCJ,ゴールドマン・サックス・アセット・マネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NZCN,ゴールドマン・サックス・アセット・マネジメント株式会社,2022-05-10 00:00:00,,,,,,,,,,
S100NY77,マニュライフ・インベストメント・マネジメント株式会社,2022-05-10 00:00:00,,753188829.0,,,,108.32338235176792,,,,
S100NY79,マニュライフ・インベストメント・マネジメント株式会社,2022-05-10 00:00:00,,58140474.0,,,,73.23325511505591,,,,
S100NX97,大和アセットマネジメント株式会社,2022-05-11 00:00:00,,,,,,,,,,
S100NZQ2,インベスコ・アセット・マネジメント株式会社,2022-05-11 00:00:00,,1101743.0,,,,105.10024613046566,,,,
S100NXGS,三井住友ＤＳアセットマネジメント株式会社,2022-05-11 00:00:00,,188470890.0,,,,150.84296387969948,,,,
S100NZ5A,フィデリティ投信株式会社,2022-05-11 00:00:00,,,,,,,,,,
S100NWTF,三井住友ＤＳアセットマネジメント株式会社,2022-05-11 00:00:00,,19851734.0,,,,193.77623353990955,,,,
S100NTWI,岡三アセットマネジメント株式会社,2022-05-11 00:00:00,,-41008979.0,,,,123.4017463179818,,,,
S100NTV5,岡三アセットマネジメント株式会社,2022-05-11 00:00:00,,15181026.0,,,,71.78460743168893,,,,
S100O0LR,アジャイルメディア・ネットワーク株式会社,2022-05-11 00:00:00,834339000.0,-198321000.0,346214000.0,-2754458.333333333,0.499,2.373972609140566,135968000.0,-1.8326,0.8461559141755934,72.0
S100NTVX,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,-3324416.0,,,,50.49149580723156,,,,
S100NUCF,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,5198292.0,,,,96.96367024200224,,,,
S100NUGL,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,7832817746.0,,,,58.2756852073861,,,,
S100NUEM,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,843527399.0,,,,304.2624916410005,,,,
S100NRCR,三井住友ＤＳアセットマネジメント株式会社,2022-05-12 00:00:00,,480226238.0,,,,93.95655952231256,,,,
S100NNFB,フランクリン・テンプルトン・ジャパン株式会社,2022-05-12 00:00:00,,,,,,,,,,
S100NVAP,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,-113304743.0,,,,58.19165682492294,,,,
S100NXVY,三菱ＵＦＪ国際投信株式会社,2022-05-12 00:00:00,,,,,,,,,,
S100NMP0,三井住友ＤＳアセットマネジメント株式会社,2022-05-12 00:00:00,,,,,,,,,,
S100NV4S,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,-12799195.0,,,,152.3778870065645,,,,
S100NVYK,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,138633623.0,,,,91.63257314403673,,,,
S100NXDF,三井住友ＤＳアセットマネジメント株式会社,2022-05-12 00:00:00,,,,,,,,,,
S100O09L,ＪＰモルガン・アセット・マネジメント株式会社,2022-05-12 00:00:00,,6739041.0,,,,179.0962740471922,,,,
S100NXIT,三井住友ＤＳアセットマネジメント株式会社,2022-05-12 00:00:00,,-2008582.0,,,,412.36688655675744,,,,
S100NVOB,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,345687945.0,,,,18.50098863108493,,,,
S100NVOR,野村アセットマネジメント株式会社,2022-05-12 00:00:00,,184616701.0,,,,310.2080812400841,,,,
S100NR9M,岡三アセットマネジメント株式会社,2022-05-12 00:00:00,,-24334924.0,,,,138.603948175528,,,,
S100NNJL,楽天投信投資顧問株式会社,2022-05-12 00:00:00,,2189467.0,,,,45.19129503715338,,,,
S100NNJP,楽天投信投資顧問株式会社,2022-05-12 00:00:00,,110213287.0,,,,311.84264240207625,,,,
S100NNJR,楽天投信投資顧問株式会社,2022-05-12 00:00:00,,242776113.0,,,,31.23943435968569,,,,
S100O0XC,ワイエムアセットマネジメント株式会社,2022-05-12 00:00:00,,328334615.0,,,,32.811819963563686,,,,
S100O02E,株式会社　セキチュー,2022-05-12 00:00:00,31904942000.0,989268000.0,9344729000.0,3034564.417177914,0.57,1.2305130320487327,830972000.0,0.016,0.466551971602462,326.0
S100O06O,株式会社オークワ,2022-05-12 00:00:00,259523000000.0,7845000000.0,74968000000.0,4035493.827160494,0.571,0.8587752143978742,11154000000.0,0.013,0.5521691095234588,1944.0
S100NUPV,Ｔ＆Ｄアセットマネジメント株式会社,2022-05-13 00:00:00,,,,,,,,,,
S100NY7C,三井住友トラスト・アセットマネジメント株式会社,2022-05-13 00:00:00,,,,,,,,,,
S100NTW4,野村アセットマネジメント株式会社,2022-05-13 00:00:00,,,,,,,,,,
S100NV86,野村アセットマネジメント株式会社,2022-05-13 00:00:00,,,,,,,,,,
